comment,label,df
උඹලා වගේ උන් හොදයි යටට අඳින්න. ඕක තමා කියන්නෙ වැස්සකටවත් ඉස්කෝලෙකට යන්න ඕනෙ කියලා...මට පේන විදියට උඹ ඉස්කෝලෙ තියා රෙදි ඉස්කෝලෙකටවත් ගිය එකෙක් නෙමෙයි. අ,1,A
දැන් ඉන්න පියරු බාබාලා වගේද...බොහොම තාත්විකව රගපාන්න හැකි මෙවැනි නිළියන් ඉතාම අතලොස්සයි අපිට ඉන්නෙ. කෝපිකඩේ ඇසිලින් චරිතය ඇතුලෙ කෙස් වලු පටලවාගන්නා දර්ශන ඔබ ඉතාම තාත්විකව රගපෑ බව මගේ හැගීමයි.,0,A
සුභ ගමන් ඔබට !!!,0,A
තුර්කියට ගහන්න තියෙන්නෙ උණ ගැනෙන්න...,0,A
මූ පියෙක්ද හැබෑට....,0,A
ආරංචි විදියට මරණ දඬුවම තමයි මේ කාලකන්නින්ට ලැබුනෙ. උසාවියෙ සාක්කි දෙන්න සියාම්ගෙ අම්මා කූඩුවට නැග්ගම හෙලපු කදුලු වලට මේ හැතිකරේ උපදින උපදින ආත්ම වල ඒ පව ගෙවයි. හොඳ නමක් තියාගෙන පොලිසියෙ රාජකාරි කරපු නිලධාරියෙක් අවසානයේ බලු නොවටිනා තත්වයට පත්වීම ගැන කණගාටු වෙනවා. ඒ වගේම මිනිහගෙ උෂ්ණය ඇගට අරගෙන හිටිය අර ගෑණිගෙත් දැන් අමාරුව හොඳ වී ඇති කියලා හිතනවා.,1,A
යහපාලනය දැන් රටේ නෑ කියන උන්ට මෙන්න මේවා තමයි නියම උත්තර....,0,A
මූ හරිම පීචං යකෙක්..මම හිතන විදියට වැඩිදුර ඉගෙනගත්ත මිනිහෙකුත් නෙමෙයි. යකෝ කතා කරන්න නිදහස නැත්තං උඹට තිබුනනෙ කොන්ද කෙලින් තියාගෙන විපක්ෂයට බල්ටියක් ගහන්න. උඹලට බැරි වැඩේ සීනුවෙ අනුර අයියා අපූරුවට කලා එදත් අදත්...උඹලා වගේ කොන්ද පණ නැති හිපාටුවො හොදයි යටට අඳින්න.,1,A
කපිල 6 පහුවෙලා හේන පැත්තෙ වරෙන්...බටර් කාලකුත් අරගෙනම වරෙන්...,0,A
යහපාල...උඹ අප්පච්චි එක්ක බුදියගෙන යලි නැගිටින්න හිතාන ඉන්න එකෙක්ද ? තොපිලා වගේ කොන්ද පණ නැති පොන්සියන්ට ආයෙ නෝ චෑන්ස්...මැදමුලන වලව්වෙ දර කෑල්ලක් පලාගෙන...කඩේ යන පැංචැා වෙලා ඔහොමම ඉදහං...මේකට දාන කොමිටල් නමකින් මගේ චරිතය ගැන නිගමනයකට එන උඹ වගේ ගොනෙක් මේ තුන් ලෝකෙම නැතුව ඇති...ලගදිද ඉන්ටර්නෙට් ලැබුනෙ උඹට...තවම මේවා මැජික්ද ?,1,A
යකෝ ත්‍රස්තවාදීන් කියලා චෝදනාවක් නැතුව අවුරුදු ගනන් හිරකරගෙන ඉන්නවා මිනිස්සු. ඒ අයගෙ යැපෙන්නො ජීවත් වෙන්න විදියක් නැතුව අසරණ වෙලා. මේ ගැටලු දිහා නුවනින් බලපියව්...මහා ත්‍රස්තවාදයො වෙන කරුණා / පිල්ලෙයාන් / කේපී ලාට සුරසැප දෙද්දි තොපිලගෙ අප්පච්චි තොපිලට කිසිම රුදාවක් නෑ. ජාතික ආරක්ෂාවට ඒක තර්ජනයකුත් නෙමෙයි. ඒත් මේ අසරණ මිනිස්සු නිදහස් කරද්දි තොපිට අං එනවා..මරාගෙ කඳන් පණු හැත්ත...තූ නෙදකින්...,1,A
දගරි හොද හොද නැටුම් නටන්න ඇති කෙල්ල කාලෙ.,0,A
උඹලා නළුවොද බොල....* චණ්ඩිනෙ....,1,A
මම මෙතුමාව පුද්ගලිකව දන්නවා...කවදත් ඉගෙනගන්න කෙනෙකුගේ අවශ්‍යතාව වෙනුවෙන් තමන්ගෙ උපරිම සහයෝගය දුන්න නියම මහත්මයෙක්....මේ වගේ ගුණ යහපත් අයටට මෙවැනි විපත් වීම අදහාගත නොහැකියි.,0,A
උත්තරය සරළයිනෙ....තැන තැන බෝම්බ පිපිරෙන පකිස්ථානය...ඔය ගිහිල්ලා තියෙන්නෙ දිව්‍ය ලෝකයට...මුන් ඇවිල්ලා වැඩි උගත් කමක් නැති මෝඩ මී හරක්...ඔය ක්‍රිකට් කණ්ඩායම එක සැරයක් පුහුණුකරුවෙක් අත ඇරියා මුන් හරිම මෝඩයි....කියලා.,1,A
වෛද්‍ය වෘත්තියට ගරහපු කාලකණ්නියෙක්....පවු නේද අර අසරණ නගා....ජීවිතය ජීවත් කරන්නනෙ ගාමන්ට් රස්සාවට ආවෙ.....,1,A
අනේ මෙහෙමත් මෝඩ මිනිස්සු.....,1,A
තොපේ අල්ලා කොහෙද බොල හිටියෙ...,1,A
ප්‍රීති කසානා හැදුනෙ නෑ කිව්වම පුදුමයි.,0,A
පූජා අැත්තටම ලස්සන උනාට අපේ අනිත් නිළියො වගේ ආඩම්බර නෑ. ඒ ගුණය මම ඉතාම අගය කරනවා...ඔයා කැමති නැද්ද සුදෝ මාව බදින්න....,0,A
එහෙම තමයි බං...උඹට වගේ ලෙඩක් නැති ඕනෙම කොල්ලෙක්ට ඒවා එහෙමයි...තොටලග හොද වෙද මහත්තයෙක් ඉන්නවා...උඹේ ලෙඩේට එතනින් බේත් ගනින්....,0,A
ඔන්න ඉතින් දැන් මුව බොරුවට පොර කලා,0,A
මෝඩයා කියල මරන්නයැ,1,A
හයියෝ ... දැන් ඉතින් මට ඉඳල වැඩක් නෑ ....,0,A
මොනවා උනත් එල කොල්ලෙක්,0,A
තමන්ගෙ වල තමන්ම කපාගන්නවා.,0,A
අද තරගයේ තීරණාත්මක පන්දු වාරය වන 19 වෙනි පන්දුවාරය යැවූ හිතහොද කුලේට මාගේ ප්‍රණාමය.,0,A
මුගෙ තාත්තා කට ඇරියොත් ලංකාවට බනිනවා...ලෝකෙ හොදම රටවල් විදියට බටහිර රටවල් සෙට් එකක නම් කියනවා...අමරදේව මහත්තයගෙ සසර වසර තුරු සින්දුවට බනිනවා...මම අහන්නෙ අහිකුණ්ටික කණ්ඩායමේ නායක සුනිල්,0,A
උන් දන්නවා උන්ගෙ සින්දු අහන්නෙ ලංකාවෙ උන් මිසක ඇමරිකාවෙ සුද්දො නොවන වග....ළිදෙන් වතුර බීලා ලිදට ගල් ගසාලා...වතුර බොර කරයි මිනිසා...කියලා වික්ටර් කාලෙකට කලින් කිව්වෙ සුනිල් වගේ උන් ගැන....,0,A
ගත්ත ටිකට් එක ගැන චිත්තරපටිය බැලුවට පස්සෙ දුක හිතෙන එකක් නොවේවා...මහේන්ද්‍ර පට්ට නලුවා උනාට මිනිහා තනියම හැම චරිතෙම රගපාන්නයෑ....,0,A
මගේ යාලුවෙක් එක්කනෙ දුලීකා කලින් යාලු වෙලා හිටියෙ...ඌට පොල්ල තිබ්බද එතකොට...මේවා චරිත ඝාතන නෙමෙයි...සිරා,0,A
ක්‍රිකට් විරුවා වගේද බොල මහත්මා ගාන්ධි...,0,A
හරිම දුක හිතෙන සිදුවීමක්...මමත් සතුන්ට ඉතාම කරුණාව දක්වන කෙනෙක්...මේ අලියා බුදුන් වහන්සේගෙ කාලෙ හිටිය දේවදත්ත වගේ කෙනෙක් වෙන්න ඇති. මුගලන් හාමුදුරුවො රහත් වෙලත් හොර කණ්ඩායමක් අතින් ගුටිකාලා නොව අපවත් වුනේ...කර්මය අප පිටුපස එනවා...හැකි තරම් යහපත් ක්‍රියාවේම නිරත වෙමු.,0,A
අයියෝ මේ වැඩබැරි ටාසන් කෙනෙක්නෙ..ගොක්කොළ පේන වයසෙ විකාර සිහිනයක් දැකලා..මුගෙ මුලු ඇගේම රාත්තල් 6 ක මස් නෑ...කටු විතරයි...,1,A
ආශාවෙ බෑ...හරිම ලස්සනයි.,0,A
මේකා මුල මතක නැති එකෙක්...තමන් අමාරුවෙන් ක්‍රිකට් පටන් ගත්ත පාසලේ නම වත් දැන් මෙයා පත්තර වලට කියන්නෙ නෑ...ඔන්න මිනිස්සු. ඒකෙ ආදිශිෂ්‍යයො තමන්ගෙ පුද්ගලික මුදලින් මෙයාට ක්‍රිකට් ගහන්න උදව් කලේ...ඊට පස්සෙයි ශාන්ත ජෝෂප් එකට ඇතුලු වුනේ.,0,A
මේ හාල්පාරුවා දීලා තියෙන උත්තරේ බලන්න. දැනට ජාත්‍යන්තර ප්‍රවෘත්ති සේවා වල යානයේ අතුරුදන් වීමට නියමුවන් සම්බන්ධ බවට පුන පුනා කියනවා...ඒක අනාවැකියක් වෙන්නෙ කොහොමද...අනිත් එක දින 14 කට වැඩියෙන් යයි කියලා කියලා තියෙන්නෙ. ඉතින් අවුරුදු 3 ක් ගිහිල්ලා ඇත්තටම මොකද වුනේ කියලා හොයාගත්තත් මිනිහගෙ අනාවැකිය වැරදි නෑ...මේ අය කණා මුට්ටි තමයි ගහන තරමක් ගහන්නෙ.,0,A
ඔයාට හොඳ සුඩුසුකම් තියෙනව නම් අපට අදාලම නැ නේ.,0,A
ඔයා මෝඩයිද නැත්තං ජනතාව මෝඩයි කියලා හිතං ඉන්නවද? මේක පුදුම කතාවක්නේ. මේ කැඳහැළියේ ඉන්න ඇමතියෝ එකෙක් එක කතාවක් කියනවා,1,A
ජනතා විමුක්ති පෙරමුනේ ලොක්කෝ ඔක්කෝම හොඳට බොනවා අම්බානකට කුපාඩිකම් කරනවා,1,A
පොඩ්ඩෝ කැට එකතුකරනවා මුන්ට කඩේ යනවා,1,A
දැන් ඔබතුමා වටේ ඉන්න ශ්‍රීලංකා කාරයෝ ඔක්කොම පසුගිය කාලේ හිටියේ මහින්ද ලොක්කා එක්ක නේද ? උන් එකෙක් වත් කියන දේවල් කනකට ගන්න නම් එපා. පුළුවන් නම් ශ්‍රී ලංකා එකේ ප්‍රධාන තනතුරු වලට රනිල් මැතිතුමා එක්ක කතා කරලා සුදුසු පුද්ගලයින් පත් කරගන්න. ඔබතුමා වටේ ඉන්න ශ්‍රී ලංකා කාරයෝ එක්ක නම් මැතිවරණයකට යන්න හිතන්නවත් එපා. ගන්වල මිනිස්සු බලන් ඉන්නේ උන්ගේ බොටුව කඩාගෙන කන්න. මේ වෙලාවේ වැඩි වාසිය තියෙන්නේ යුඑන්පි එකට නිසා රනිල් මැතිදුන් එක්ක සාකච්චා කරලා ඉදිරියේදී ශ්‍රී ලංකා එකෙන් තරංග කරන්න ඕනේ අපේක්ෂකයෝ නම් කරන්න.,0,A
හැප්පුන වැරැද්ද අනිවාරයෙන්ම ලයිට් කණුවේ !,0,A
ලයිට් කණුව රිමාඩ් කලයුතුයි !,0,A
ලයිට් කණුව බිමත්ව සිටියාදැයි පරික්ෂා කල යුතුයි!,0,A
ලයිට් කණුවට ඇප නොලැබිය යුතුයි !.,0,A
පාර්ලිමේන්තු මන්ත‍්‍රී විජිත හේරත් මහතාට සහ ඔහුගේ වාහනයට අලාභ කලාට ලයිට් කණුව වන්දි ගෙවිය යුතුයි !,0,A
අධික ලෙස බිමත්ව සිටි ලයිට් කණුව නීතිගරුකව පාරේ යමින් සිටි විජිත හේරත් මහතාගේ වාහනේ බලෙන් හැප්පි එම පළාතේ වැසියන්ට විදුලිය විරහිත කර අපහසුතාවයට පත්කිරීම වෙනුවෙන් ද ලයිට් කණුව වන්දි ගෙවිය යුතුයි !,0,A
මුන්ගෙ සින්දු කුක්කො අහයි....අද දාන අලුත් සින්දුව මාස දෙකකට පස්සෙ කවුරුවත් දන්නෙවත් නෑ...අපරාදෙ සල්ලි.....,1,A
මීට කලියෙන් ජෝජ් බුෂ් ලොක්කට ගැහුවත් ඒක වැදුනෙත් නෑ...ඒ නිසා සපත්තුවෙන් ගහන්න බලාගෙන ඉන්න උන් කලින් ප්‍රැක්ටිස් පාරක් දාලා මීට පස්සෙවත් හරියට ගහපියව්...,0,A
තාරුණ්‍යයට හෙටක් අනිත් උන්ට නැතත්...මෙයාට නම් ෂුවර්...,0,A
කාන්තා ක්‍රිකට් කොයි රටකවත් එච්චර ඉහළින් පිළිගන්නෙ නෑ...,0,A
සංගගෙ ෆෝන් එකේ කැමරාවත් අපේ ඒවා වගේම තමයි...ලොකු වෙනසක් නෑ...සල්ලි තියෙන නිසා මම හිතුවෙ පට්ට කොලිටි ඇති කියලා ෆෝන් එකේ ෆොටෝ....,0,A
තමන්ගෙ වත්තෙ වලවල් කැපුවට පොළව යටට කපලා දෝනා යද්දි ඒවා යන්නෙ අල්ලපු වතු යටින්..මුලින් කමෙන්ටු කරපු ගොං හරක් මේ බව දන්නෙ නැති පාටයි...,1,A
රතු එකක් ඇදගෙන ඉන්න පිරිමි කෙනා කවුද ? දැලා නෑ කලින්...,0,A
හරිම සතුටුයි...මේ වගේ ඉදපල්ලකො එකමුතු වෙලා හැමදාම ....ඊයෙ දැක්කා මුස්ලිම් අයියා වීල් එක එලවද්දි ඒක පිටිපස්සෙ ඉදන් කොඩි වනපු සිංහල කොල්ලො...අන්න එහෙමයි සමගියෙන් ඉන්න ඕනෙ.,0,A
මඩුව හදලා ගිණි තියපු උන් මෝඩයෝ කියමුකො...ඒක ගිණිගද්දි ඒක වීඩියෝ කර කර හිටපු උන් දිහා බැලුවාම ඉන්දියාව ගොන් පුරයක් බව පැහැදිලි වෙනවා....ක්‍රිකට් කාරයො ඉන්දියාවෙ උන් දෙවියො වගේ අදහන නිසයි ප්‍රශ්නෙ....,0,A
ඇත්තද බන් කෝලියා ලංකාවට කෝලිකුට්ටු පටවන බිස්නස් එකකට අත ගහන්න යනවා කියන්නෙ ?,0,A
ඔන්න ලංකාවෙ' දේශපාලුවන්ගේ හැටි මොන්ටි දසා්රි ළමයි වත් දැන් කාලේ ‍කාපු බිපු දේවල් කියන හැටි දැන්වත් අපේ මිනිස්සුන්ගේ ඇස් ඇ‍‍රවා ගත්තා නම' හොදයි ඇයි ද දන්නවද ඔ'වා බලන පුංචි එව'නුනටත් හිනා,0,A
ගොං බඩු රාශියයි...,1,A
මේ තට්ටයව මුණ ගැහිලම විස්තරේ අහගනින්..සියනෑවේ සිංහයා කියලා ඡන්දෙට ඉල්ලුවෙ...සිංහයෙක් තියා හිවලෙක්වත් වෙන්න බෑ කියලා දැන් ඔප්පු වෙලා තියෙන්නෙ.,1,A
මධුමාධව අරවින්ද කියන්නෙ හොඳ ගායකයෙකුත් නොවෙයි...නළුවෙකුත් නොවෙයි..සැමියෙක් පියෙක් විදියටත් අන්තිම අසාර්ථකයි..ඒ මදිවට මහමැතිවරණයට පස්සෙ දවසෙ අරලිය ගහ මන්දිරය වටලන්න ගිහින් අන්තිම කිච උනා...මේ හැමදේම එකතුකරලා බැලුවාම මධුමාධව කියන්නෙ අන්තිම (අ)සාර්ථක මිනිහෙක්....,1,A
ජනාධිපති විදියට ඔබතුමා කෙල්ලන්ගෙ බ්‍රා ගැන නෙමෙයි කථා කල යුත්තේ...විල්පත්තුවේ මහා වන විනාශයක් වෙනවා...අද වෙනකං කට ඇරලා ඒ ගැන වචනයක් කිව්වද...ඔබ තුමත් අර කලින් හිටිය කෙනා වගේ ජනප්‍රිය මාතෘකා ගැන කථා කරලා ඒවට මිනිස්සු දක්වන ප්‍රතිචාර බලලා මෝඩ චූන් ගන්න ගියොත්...කලින් කෙනාට කලින් ගෙදර යන්න චෑන්ස් එක එයි.,0,A
ගෙම්බන් පිලගෙ කෝටි 11 ක ගණුදෙනුවක් ගැන ෆයිල් මරා ලග තියෙනවා..මරා ඒ ෆයිල් පෙන්නලා ගෙම්බන්පිලව බල්ටියක් ගැස්සුවා...දැන් සැරටම කඩේ යනවා...මුන්ගෙ පිට කොන්දක් කියලා දෙයක් නෑ...නිවට උන්...ඡන්දෙන් පස්සෙ අරලිය ගහ මන්දිරය වටලන්න ගිය පීචං ඩයල් එකකුත් ගෙම්බන් පිල අසලම ඉන්නෙ...මුන්ට කරන්න පුලුවන් දෙයක් නෑ...ඒත් කැමරාවක් මයික් එකක් දැක්කම දෙන්නෙ තවුසන්ඩ් ටෝක්...,1,A
මහසෝනා...පව් නොදී පලයං ඩෝ... තමන්ගෙ ගෑණි එක්ක කියලා අසංවරව හැසිරෙන්න බෑ බොල අපේ සමාජය ඉස්සරහා...,1,A
මගේ නැසීගිය සීයා කෙනෙක් බණ්ඩාරනායක මහත්තයව බොහොම ගෞරවයෙන් සලකපු කෙනෙක්. එතුමාට වෙඩි තිබ්බ දවසෙ ඉදන් ආදාහන කටයුතු අවසන් වූ දවස දක්වා පත්තර ටික සීයා එකතු කරලා තියෙනවා..මේ වගේ දැන්වීම් ඒවායෙ ඉතා සුලභයි. මේ දැන්වීම් වල තියෙන විසුලු සහගත සිංහල වලට හේතුව තමයි එවකට පත්තර කාර්යාල වල සිංහල නොදන්නා ඉංග්‍රීසි වලින් ඉගෙනගත්ත අය සේවය කිරීම. ඒ අය ඉංග්‍රීසි අමුවට සිංහලයට පරිවර්තනය කලා...,0,A
උඹට දෙන්න කියලා මාලු කටු මැස්මෙන් උඹේ නම මහලා වැලට දාලා වේල වේල තිබ්බ මගේ තඩි වව්ලා පව්....,0,A
උඹේ කටේ මසුරන් දාන්න ඕනෙ කොල්ලො...මෝඩ බයියන්ට ඕනෙ තමන්ගෙ දරුවන්ට නැතත් බේබිලාගෙ කෙලි බලාගෙන හුරේ දාන්න..මේ වගේ පිටකොන්දක් නැති අපෘෂ්ඨවංශිකයො ටිකක් හැබෑට...මුන්ගෙ ඔලුවල මරාගෙ පාලන කාලය තුල ඇතිකලේ වහල් චින්තනය...,1,A
සිංහ ලේ...අමාරුව දැන් හොද ඇති දැන්...,0,A
කොහෙද බොල ඔය දෙවියන් වහන්සෙ ඉන්න‍ෙ...තොපි වගේ ගොං හරක්...,1,A
බල්ලා බිරුවෙ නෑ කියන්න‍ෙ මේක බොහෝ දුරට ගෙදර කෙනෙකුගේ වැඩක්...නැත්තං ළඟම ඥාතියෙකු...හිතවතෙකුගෙ වැඩක්...මොකා උනත් අල්ලපු ගමන් එළොව යවන්න උවමනායි.,0,A
මේ මානසික විකෘතියක් තියෙන කාමාතුරයෙකුගෙ වැඩක්. මේ කාලකන්නියව අහුඋනාම හිරේ යවයි කියලා මට විශ්වාසයක් නෑ...සැගවූ ආයුධ හොයන්න එක්ක යන්න තියෙන ඉඩ වැඩියි.,1,A
අනේ පල බොරු නොකියා...ලෝකය පැතලියි කියපු...වාහන පදවපුවාම ගෑනුන්ට දරුවො වදන්න බෑ කියපු මහාමොළ කරුවො ඉන්න රටක්නෙ සවුදිය....තෙල් නැති උන දාට ඕකුන් අපේ රට වලට එයි වැඩකාරකමට...එදාට දෙමු බැස්ටිය.,0,A
අල්ලා.........ගන්න බැරි උනිද මේ යකඩ කඳ........,0,A
රෝහිත පුතා ගංජා ගහනවද...දත් ටිකේ ගන්න දෙයක් නෑ.,0,A
ඒ උනාට වයසක ගෑණු කෙනාගෙන් පලිගන්න ආවොත් මාළු ලේ වෙනුවට මිනිස් ලේ තමයි ගලාගෙන යන්න ඉඩ තියෙන්නෙ. මේ ගෙදර ගෑණු කෙනාට තිබුනෙ උඩුමහලෙ පොඩි ආවරණයක් හදලා ඒක හිල් කරලා කුලියට දෙන්න. බිස්නස් වෙරළෙන්ම හොයාගන්න තිබුනා. අන්න එහෙමයි කළමණාකරණය දන්න අය වැඩ කරන්නෙ. අරුන් දෙන්නගෙ වැඩෙත් කෙරෙනවා...අහක ඉන්න ගෑණු කෙනාට ගතම් එකකුත් අතට ලැබෙනවා.,0,A
කයියය විතරයි...නැත්තං මෙලෝ රහක් නැති එකෙක් තමයි...කිසිම දෙයක් හරියකට කරගන්න බැරි මිනිහෙක්. අරලිය ගහ මන්දිරේ ගේට්ටු අරින මෙහෙයුමට ගිහින් අම්බානක කිච වෙලා දැන් පීචං වෙලා ඉන්නෙ.,1,A
පැහැදිලිවම කැකිල්ලේ තීන්දුවක්...ඉතාම පිළිකුලෙන් හෙළා දකිනවා. රාජ්‍ය බලයේ රස්නය ඇගට අරගෙන ධාවනය කරපු මෝඩ රියදුරෙක් වෙනුවෙන් වරදක් නැති රියදුරන් දෙදෙනෙකු දංගෙඩියට දැක්වීම...මෙහෙම නඩු කාරයො මොනවටද අපිට...,0,A
සින්දුව කියන එකා අමරදේවව මරනවා...අම‍රදේව වෙන්න කාටවත් බෑ...එහෙම එකේ මේ අනුවනයා ඒ වැඩේ කරන්න අමාරුවෙන් දරන උත්සාහය දෙස උපහාසයෙන් බලා හිටියා.,0,A
ඇඩෙනවා...,0,A
සුභ අනාගතයක් හිරු නිකර් දුවේ...ඔයා යන ගමන අංශක 78 කෝණයෙන් බැලුවාම මට පේන්නෙ කාගෙත් සුන්දරී වෙලා නතර වෙයි කියලා අනාගතේ...,0,A
සෝමාවතියට සෙනග ගෙන්න ගන්න හාස්කම් කියන වචනය සැරටම යොදාගන්න එහි නේවාසික හිමිවරු පෙළඹිලා. ඔතන තියෙනවා හාස්කම් උනා කියලා අතීතයේ වචේච සිදුවීම් වල ඡායාරූප. ඒ හැම දෙයක්ම සටහන් වෙලා තියෙන්නෙ ගාමිනී ජයවික්‍රම පෙරේරා කියන පාර්ලිමේන්තු මන්ත්‍රීගෙ කැමරාවෙ. මේ ලිපියෙ තියෙන සිදුවීම වෙද්දිත් මිනිහා එතැන...ඒ අනුව පැහැදිලිව පේනවා හාමුදුරුවන් සමග ඇති කරගත්ත එකගතාවකට අනුව ගාමිණී ලොක්කා කැමරාවෙන් මැජික් පෙන්වනවා කියලා...මොකද මිනිහගෙ කැමරාවෙ විතරක් මේවා සටහන් වෙන්නෙ....අමු බොරුවක් මෙතන යන්නෙ....,0,A
මහා එකාගෙ ව-- නැති පො-- ත් මුන්ට කියලම අත ගාවගන්නව ඇති....ඉතිං කොහොමද යකෝ වහන්නෙ....,1,A
මුන්ට යකෝ ඇටෙන් පොත්තෙන් එන්න කලින් ලව්...දෙමාපියො යමක් උනාම අඩලා වැලපිලා වැඩක් නෑ....තමන්ගෙ ගෙදරටම මේ කොල්ලා එනවා කියන්නෙ මේ හැමෝම දැනුවත්ව මේ මූසලයා කෙල්ලට ලව් කොරන්න ඇත්තෙ....,1,A
පවු ඉතිං කාගෙ හරි දරුවෙක්නෙ...හොද සල්ලිකාර මුදලාලියෙක් මුණ ගැහුනාම මෙයාට නැති ආදරයක් පහළ වේවි...නිළියො හැමෝම වගේ සල්ලිකාරයන්ට විතරයි ආදරේ...,0,A
මේ සතා දැන්වත් මෙතෙක් වින්ද දුක් කරදර වලින් එතෙර වෙයි...පෙරහැරේ ගිහිල්ලා මේ සත්තු පුදුම දුකක් විදින්නෙ...බුදු බණ කියන අයට ඒවා පේන්නෙ නෑ. අලි කියන්නෙ පන්සල් වල ප්‍රදර්ශනය කරන්න ප්‍රදර්ශන භාණ්ඩයක් නෙමෙයි.,0,A
අනේ ඌට ඉබෝලා නම් කරුණාකර අරලිය ගහ මන්දිරයට යවන්න....රටට අහිතකර ගොඩාක් උන් එතැන ඉන්නවා....,0,A
තොගෙ ජංගි එකතුවෙන් එකක් ජොන්ස්ටට දීහංකො ඇදගන්න...,0,A
සහතික ඇත්ත බොල..මුගෙ කපාපු පළුව...ඒ කොල්ලා එක්ක මේ ලගදි රූපවාහිනියට ආවා. විශ්වාස කරපං තාලෙට සින්දුවක් කියා ගන්න කොහොමවත් බෑ...ඒකෙන්ම ඔප්පු වෙනවා ඒකා නම් අතුලයගෙ නෙමෙයි කියලා...,0,A
ළමයගෙ පෙනුමෙ හැටියට තාත්තා අරාබියෙක්...එච්චරයි මට කියන්න පුුලුවන්...,0,A
මේ වගේ බලයට කෑදර පෙරේතයෙක් ලංකා දේශපාලන ඉතිහාසයේම ඉන්න නැතුව ඇති...,1,A
කොල්ලා අහිංසක පාටයි...පොත්තෙ රතට අහුවෙලා කියලයි මට හිතෙන්නෙ...,0,A
මුගෙ මූසල මූණ පෙන්නලා හිනා උනාට...මූ හදවතින් අඩනවා..ඒක වහගන්න හිනා වෙනවා...,1,A
මුන් ටිකට ඉතිං ලොකු අප්පච්චිගෙ පිහිටම තමයි...හොරු රැළයි බඩු ගොන්නයි.....,1,A
මේ තනතුර ලබාදෙන්නෙ වයස බලලා නෙමෙයි..බුද්ධ ශාසනයේ චිරස්තිථිය වෙනුවෙන් කල සේවය සහ අත්දැකීම් බලලා..වයස 95 ක් කියන්නෙ මොන තරම් අත්දැකීම් සම්බාරයක් සහිත හිමි නමක්ද...ඒ අත්දැකීම් වලින් තමයි ඊට පහල අය ප්‍රයෝජන ගන්නෙ. තරුණ කෙනෙක්ට මේ පදවිය දරන්න බැරි ඒ නිසයි.,0,A
රෙඩ්...කවුද බං මේ හිපාචුවා...උඹේ සීයා ඔය තරම් ප්‍රසිද්ධ නම් නම කියහංකො...,1,A
මහින්ද කියන්නෙ පිස්සෙක්......මේ කථාව ඇහුවම මට තේරුනේ ‍එහෙමයි...,1,A
මූ ඇවිල්ලා අක්කා කෙනෙක් බැදගත්ත පොන්සියෙක්නෙ...,1,A
පොඩි කොල්ලට නම් ෆුල් ආතල්...,0,A
ලංකාව හොදයි වගේ ඇමරිකාවට වඩා...,0,A
අගල් 32 ට අඩු උන්ට පියයුරු පිළිකා හැදිලම නැද්ද එතකොට....,0,A
පුදුම ලෝකයක් යකෝ මේක...අජීවී බඩුවකට සජීවී බඩුවක් විකුණන එකත් අමුතු කලාවක්...,0,A
සමහර පින්තූර හදවත සංවේදී කරනවා...විශේෂයෙන් උපාධිය ලැබූ පුතා අසල සිටින පියා...ඔහු ඒ සදහා කෙතරම් මහන්සි උනාද කියන දේ බාහිර පෙනුමෙන්ම අපට හිතා ගන්න පුලුවන්...,0,A
මේක දෘෂ්‍ය ප්‍රයෝගයක්....සැබෑවක් නෙමෙයි...,0,A
එළ කොල්ලෙක්නෙ....,0,A
අපි දන්නෙ නෑනෙ අනේ මෙහෙම කෙනෙක්...දැන් නිළියො කියලා ඉන්න තරමක් ඉන්නෙ අදුනන අය නෙමෙයිනෙ...මුන් කොහෙද රගපාන්නෙ...තිරය පිටුපසද...,0,A
මුගෙ තාත්තා සල්ලි වියදම් කලේ නැත්තං අද සුනිලෙක් නෑ....මුන්ට සින්දු හදන්න මුල් කාලෙ...අද මෙතන ටෝක් එක දෙන්නෙ හැමදේම මිනිහා කරගත්තා වගේ...බැන්දෙ අවුරුදු 15 ක චූටි කෙල්ලෙක්...ඒ කෙල්ලට අවුරුදු 20 වෙද්දි දරුවො 5 ක්...මිනිහා ක්‍රිස්තියානි උනාට හැම මගුලටම ඉස්සර කරගන්නෙ බුදු දහම...මම නම් ආසම නැති එකෙක්...ස්ටැග් නයිට් වීඩියෝ එකෙන් අපි මේ වැද බණ කියන එකාගෙ හැඩරුව දැකගත්තා...නෙදකින් මෙහෙම උන්..,0,A
ලොකු සද්ද දාගෙන එද්දි මම හිතුවා....,0,A
පවු වැඩේ...අසරණ කෙල්ලෙක්ව තවත් අසරණ කරන නාකියෙක්...නාකින්ටත් පුදුම විසයක් තියෙන්නෙ හැබෑට...,0,A
අම්මෝ භය හිතෙනවා....,0,A
අප්‍රමාණ සන්තෝෂයි සෙල්වා උඹට මෙහෙම ඝණ දෙවි නුවනක් පහලවීම ගැන...වාරියපොල එකීගෙ ඇද වෙච්ච මුහුණත් අපිට පෙන්වනවා නේද ?,0,A
මෙලෝ රහක් නැති නළුවෙක් මට නම්...විජය වගේ පොඩි පෙනුමක් තියෙන නිසා මිනිහා හිතාගෙන ඉන්නෙ මම තමයි පොර කියලා....හීනමානයකින් පෙළෙන ගොයියෙක්....,0,A
